,Datetime,Datetime Date,Datetime Time,Noise Threshold,Noise Level,Weather,Weather Type,Weather Code,Temperature,Humidity,Vehicle Type
1469,22:18.5,31/12/2019,00:22:18,0,55,"['Clouds', 802, 302.2, 55]",'Clouds', 802, 302.2, 55,['detection error']
1470,23:10.7,31/12/2019,00:23:11,1,96,"['Clouds', 802, 302.2, 55]",'Clouds', 802, 302.2, 55,
1471,23:26.9,31/12/2019,00:23:27,1,73,"['Clouds', 802, 302.51, 55]",'Clouds', 802, 302.51, 55,
1472,23:52.7,31/12/2019,00:23:53,1,88,"['Clouds', 802, 302.52, 55]",'Clouds', 802, 302.52, 55,
1473,24:14.7,31/12/2019,00:24:15,0,44,"['Clouds', 802, 302.51, 55]",'Clouds', 802, 302.51, 55,
1474,24:25.4,31/12/2019,00:24:25,1,20,"['Clouds', 802, 302.51, 55]",'Clouds', 802, 302.51, 55,['detection error']
1475,25:04.9,31/12/2019,00:25:05,1,32,"['Clouds', 802, 302.72, 55]",'Clouds', 802, 302.72, 55,
1476,25:13.5,31/12/2019,00:25:14,1,65,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1477,25:22.0,31/12/2019,00:25:22,0,32,"['Clouds', 802, 302.52, 55]",'Clouds', 802, 302.52, 55,
1478,25:29.9,31/12/2019,00:25:30,0,58,"['Clouds', 802, 302.52, 55]",'Clouds', 802, 302.52, 55,
1479,25:38.6,31/12/2019,00:25:39,1,72,"['Clouds', 802, 302.52, 55]",'Clouds', 802, 302.52, 55,
1480,26:18.6,31/12/2019,00:26:19,1,64,"['Clouds', 802, 302.51, 55]",'Clouds', 802, 302.51, 55,
1481,27:18.5,31/12/2019,00:27:18,1,97,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1482,28:18.4,31/12/2019,00:28:18,0,27,"['Clouds', 802, 302.52, 55]",'Clouds', 802, 302.52, 55,['detection error']
1483,29:18.5,31/12/2019,00:29:18,1,70,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1484,29:27.4,31/12/2019,00:29:27,1,79,"['Clouds', 802, 302.72, 55]",'Clouds', 802, 302.72, 55,['detection error']
1485,30:09.2,31/12/2019,00:30:09,1,96,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1486,30:17.3,31/12/2019,00:30:17,1,31,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,['detection error']
1487,30:26.8,31/12/2019,00:30:27,1,89,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,
1488,31:18.5,31/12/2019,00:31:19,0,65,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,
1489,33:18.5,31/12/2019,00:33:18,1,44,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1490,35:03.3,31/12/2019,00:35:03,0,17,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1491,35:18.6,31/12/2019,00:35:19,1,48,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,
1492,35:35.0,31/12/2019,00:35:35,1,45,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,
1493,36:18.4,31/12/2019,00:36:18,1,15,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1494,37:18.5,31/12/2019,00:37:19,1,51,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,
1495,37:27.4,31/12/2019,00:37:27,1,31,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1496,39:18.5,31/12/2019,00:39:18,1,41,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1497,39:27.1,31/12/2019,00:39:27,0,47,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,['detection error']
1498,40:08.4,31/12/2019,00:40:08,0,50,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1499,40:18.2,31/12/2019,00:40:18,1,43,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1500,40:26.2,31/12/2019,00:40:26,1,51,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,['detection error']
1501,41:18.6,31/12/2019,00:41:19,0,11,"['Clouds', 802, 302.74, 55]",'Clouds', 802, 302.74, 55,
1502,42:00.3,31/12/2019,00:42:00,0,85,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,['detection error']
1503,43:18.6,31/12/2019,00:43:19,0,13,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1504,44:18.6,31/12/2019,00:44:19,1,76,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1505,45:03.9,31/12/2019,00:45:04,1,69,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1506,45:12.1,31/12/2019,00:45:12,0,15,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,['detection error']
1507,45:23.9,31/12/2019,00:45:24,0,66,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1508,46:18.4,31/12/2019,00:46:18,1,26,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,['detection error']
1509,47:26.8,31/12/2019,00:47:27,0,20,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,
1510,47:53.2,31/12/2019,00:47:53,0,61,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,['detection error']
1511,48:18.6,31/12/2019,00:48:19,1,64,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,
1512,49:18.5,31/12/2019,00:49:19,1,32,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1513,49:27.3,31/12/2019,00:49:27,0,51,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,['detection error']
1514,50:06.1,31/12/2019,00:50:06,0,95,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,['detection error']
1515,50:14.6,31/12/2019,00:50:15,1,100,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,
1516,50:23.0,31/12/2019,00:50:23,1,23,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1517,50:40.7,31/12/2019,00:50:41,1,18,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1518,50:50.1,31/12/2019,00:50:50,0,8,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1519,50:58.1,31/12/2019,00:50:58,1,70,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,['detection error']
1520,51:18.4,31/12/2019,00:51:18,1,32,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1521,51:27.0,31/12/2019,00:51:27,1,44,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1522,52:18.6,31/12/2019,00:52:19,1,95,"['Clouds', 802, 302.73, 55]",'Clouds', 802, 302.73, 55,
1523,53:18.6,31/12/2019,00:53:19,1,23,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,
1524,53:27.0,31/12/2019,00:53:27,1,23,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1525,54:18.6,31/12/2019,00:54:19,1,92,"['Clouds', 802, 303.17, 55]",'Clouds', 802, 303.17, 55,
1526,55:18.7,31/12/2019,00:55:19,0,79,"['Clouds', 802, 303.86, 52]",'Clouds', 802, 303.86, 52,
1527,55:35.2,31/12/2019,00:55:35,1,47,"['Clouds', 802, 303.86, 52]",'Clouds', 802, 303.86, 52,['detection error']
1528,56:18.4,31/12/2019,00:56:18,0,49,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1529,56:57.9,31/12/2019,00:56:58,1,98,"['Clouds', 802, 303.86, 52]",'Clouds', 802, 303.86, 52,
1530,57:18.5,31/12/2019,00:57:18,1,7,"['Clouds', 802, 303.86, 52]",'Clouds', 802, 303.86, 52,['detection error']
1531,58:18.4,31/12/2019,00:58:18,1,56,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1532,59:18.5,31/12/2019,00:59:19,1,78,"['Clouds', 802, 303.86, 52]",'Clouds', 802, 303.86, 52,
1533,59:27.1,31/12/2019,00:59:27,1,76,"['Clouds', 802, 303.86, 52]",'Clouds', 802, 303.86, 52,['detection error']
1534,00:04.6,31/12/2019,01:00:05,1,88,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,
1535,00:18.5,31/12/2019,01:00:18,1,91,"['Clouds', 802, 303.37, 52]",'Clouds', 802, 303.37, 52,['detection error']
1536,01:18.6,31/12/2019,01:01:19,1,92,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,
1537,02:18.4,31/12/2019,01:02:18,0,85,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,['detection error']
1538,04:18.5,31/12/2019,01:04:19,0,69,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,
1539,05:08.6,31/12/2019,01:05:09,0,45,"['Clouds', 802, 304.1, 52]",'Clouds', 802, 304.1, 52,
1540,06:18.6,31/12/2019,01:06:19,1,93,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,
1541,07:18.6,31/12/2019,01:07:19,1,82,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,
1542,07:26.9,31/12/2019,01:07:27,1,41,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,
1543,08:18.6,31/12/2019,01:08:19,0,48,"['Clouds', 802, 304.1, 52]",'Clouds', 802, 304.1, 52,
1544,09:00.0,31/12/2019,01:09:00,1,22,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,['detection error']
1545,12:18.6,31/12/2019,01:12:19,0,90,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1546,13:18.7,31/12/2019,01:13:19,1,97,"['Clouds', 802, 303.98, 52]",'Clouds', 802, 303.98, 52,
1547,13:27.0,31/12/2019,01:13:27,1,7,"['Clouds', 802, 304.1, 52]",'Clouds', 802, 304.1, 52,['detection error']
1548,14:18.5,31/12/2019,01:14:19,1,12,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1549,15:08.4,31/12/2019,01:15:08,0,91,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,['detection error']
1550,15:16.3,31/12/2019,01:15:16,0,74,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,['detection error']
1551,15:26.6,31/12/2019,01:15:27,1,46,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1552,16:18.6,31/12/2019,01:16:19,0,30,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1553,17:18.6,31/12/2019,01:17:19,1,74,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1554,17:26.9,31/12/2019,01:17:27,1,65,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1555,18:18.6,31/12/2019,01:18:19,0,27,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1556,19:18.5,31/12/2019,01:19:18,0,9,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,['detection error']
1557,19:26.9,31/12/2019,01:19:27,0,14,"['Clouds', 802, 304.57, 52]",'Clouds', 802, 304.57, 52,
1558,20:09.9,31/12/2019,01:20:10,1,54,"['Clouds', 802, 304.57, 52]",'Clouds', 802, 304.57, 52,
1559,20:18.6,31/12/2019,01:20:19,0,61,"['Clouds', 802, 304.26, 52]",'Clouds', 802, 304.26, 52,
1560,20:27.6,31/12/2019,01:20:28,0,58,"['Clouds', 802, 304.57, 52]",'Clouds', 802, 304.57, 52,
1561,20:35.8,31/12/2019,01:20:36,0,36,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1562,21:18.7,31/12/2019,01:21:19,0,50,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1563,22:18.6,31/12/2019,01:22:19,0,17,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,
1564,22:30.2,31/12/2019,01:22:30,1,24,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,['detection error']
1565,23:18.6,31/12/2019,01:23:19,0,11,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,
1566,25:07.0,31/12/2019,01:25:07,0,47,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1567,25:16.7,31/12/2019,01:25:17,1,97,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1568,25:24.7,31/12/2019,01:25:25,1,58,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,
1569,26:18.4,31/12/2019,01:26:18,0,92,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,['detection error']
1570,26:27.0,31/12/2019,01:26:27,0,46,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,['detection error']
1571,26:35.4,31/12/2019,01:26:35,0,45,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,['detection error']
1572,26:44.9,31/12/2019,01:26:45,1,16,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1573,28:18.6,31/12/2019,01:28:19,1,42,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,
1574,28:52.3,31/12/2019,01:28:52,0,0,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,['detection error']
1575,29:00.5,31/12/2019,01:29:01,0,17,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1576,29:18.5,31/12/2019,01:29:18,0,23,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,['detection error']
1577,29:26.9,31/12/2019,01:29:27,1,35,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,
1578,30:04.6,31/12/2019,01:30:05,1,43,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,
1579,30:13.1,31/12/2019,01:30:13,1,0,"['Clouds', 802, 304.06, 55]",'Clouds', 802, 304.06, 55,['detection error']
1580,30:32.8,31/12/2019,01:30:33,1,13,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1581,31:18.6,31/12/2019,01:31:19,1,8,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1582,31:26.8,31/12/2019,01:31:27,0,26,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1583,32:18.5,31/12/2019,01:32:19,1,16,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1584,33:18.6,31/12/2019,01:33:19,1,67,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1585,33:26.8,31/12/2019,01:33:27,0,62,"['Clouds', 802, 304.2, 55]",'Clouds', 802, 304.2, 55,
1586,34:18.7,31/12/2019,01:34:19,1,6,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1587,35:06.7,31/12/2019,01:35:07,1,81,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1588,35:26.9,31/12/2019,01:35:27,0,56,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1589,36:18.6,31/12/2019,01:36:19,0,47,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1590,37:18.6,31/12/2019,01:37:19,1,37,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1591,37:53.1,31/12/2019,01:37:53,1,48,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,['detection error']
1592,38:10.6,31/12/2019,01:38:11,1,50,"['Clouds', 802, 304.05, 55]",'Clouds', 802, 304.05, 55,
1593,38:18.5,31/12/2019,01:38:18,0,5,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,['detection error']
1594,39:18.6,31/12/2019,01:39:19,0,62,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1595,39:27.0,31/12/2019,01:39:27,0,71,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,['detection error']
1596,39:45.8,31/12/2019,01:39:46,0,27,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1597,39:53.8,31/12/2019,01:39:54,0,62,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1598,40:09.6,31/12/2019,01:40:10,0,50,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1599,40:17.8,31/12/2019,01:40:18,0,98,"['Clouds', 802, 304.05, 55]",'Clouds', 802, 304.05, 55,
1600,40:28.8,31/12/2019,01:40:29,0,8,"['Clouds', 802, 304.05, 55]",'Clouds', 802, 304.05, 55,
1601,41:18.5,31/12/2019,01:41:19,0,57,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1602,42:18.5,31/12/2019,01:42:19,0,48,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1603,42:38.6,31/12/2019,01:42:39,1,8,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1604,43:18.5,31/12/2019,01:43:18,0,38,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,['detection error']
1605,44:18.5,31/12/2019,01:44:19,1,61,"['Clouds', 802, 304.05, 55]",'Clouds', 802, 304.05, 55,
1606,45:04.9,31/12/2019,01:45:05,1,6,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,
1607,45:12.8,31/12/2019,01:45:13,1,42,"['Clouds', 802, 304.18, 55]",'Clouds', 802, 304.18, 55,
1608,45:26.9,31/12/2019,01:45:27,0,96,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,
1609,46:18.1,31/12/2019,01:46:18,1,16,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,['detection error']
1610,47:07.2,31/12/2019,01:47:07,0,89,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,['detection error']
1611,47:18.7,31/12/2019,01:47:19,0,35,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1612,48:18.4,31/12/2019,01:48:18,1,54,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,['detection error']
1613,48:52.2,31/12/2019,01:48:52,1,12,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,['detection error']
1614,49:18.5,31/12/2019,01:49:19,1,60,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1615,49:27.0,31/12/2019,01:49:27,0,24,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,
1616,50:09.9,31/12/2019,01:50:10,1,71,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1617,50:17.9,31/12/2019,01:50:18,1,88,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,
1618,50:32.2,31/12/2019,01:50:32,1,49,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,['detection error']
1619,51:18.7,31/12/2019,01:51:19,1,79,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1620,51:27.0,31/12/2019,01:51:27,1,93,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,
1621,53:18.6,31/12/2019,01:53:19,1,34,"['Clouds', 802, 304.04, 55]",'Clouds', 802, 304.04, 55,
1622,54:02.6,31/12/2019,01:54:03,0,25,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1623,54:18.6,31/12/2019,01:54:19,1,21,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1624,55:04.5,31/12/2019,01:55:04,1,42,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,['detection error']
1625,55:12.9,31/12/2019,01:55:13,0,82,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1626,55:27.0,31/12/2019,01:55:27,0,78,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1627,56:15.7,31/12/2019,01:56:16,0,58,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1628,57:26.8,31/12/2019,01:57:27,1,4,"['Clouds', 802, 304.32, 55]",'Clouds', 802, 304.32, 55,
1629,58:11.2,31/12/2019,01:58:11,1,27,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,['detection error']
1630,59:18.6,31/12/2019,01:59:19,1,82,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1631,59:26.9,31/12/2019,01:59:27,1,73,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1632,59:36.1,31/12/2019,01:59:36,1,37,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,['detection error']
1633,00:04.5,31/12/2019,02:00:05,0,39,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1634,00:17.8,31/12/2019,02:00:18,0,30,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1635,00:29.9,31/12/2019,02:00:30,0,82,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1636,01:18.7,31/12/2019,02:01:19,1,80,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1637,01:27.3,31/12/2019,02:01:27,1,35,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,['detection error']
1638,02:18.6,31/12/2019,02:02:19,1,96,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1639,03:18.7,31/12/2019,02:03:19,1,87,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1640,04:18.6,31/12/2019,02:04:19,0,16,"['Clouds', 803, 304.35, 58]",'Clouds', 803, 304.35, 58,
1641,05:05.9,31/12/2019,02:05:06,0,4,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1642,05:14.0,31/12/2019,02:05:14,0,22,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,['detection error']
1643,05:26.9,31/12/2019,02:05:27,1,83,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1644,06:18.7,31/12/2019,02:06:19,1,38,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1645,07:18.6,31/12/2019,02:07:19,0,35,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1646,07:26.9,31/12/2019,02:07:27,0,79,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1647,08:18.5,31/12/2019,02:08:18,1,3,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,['detection error']
1648,09:18.6,31/12/2019,02:09:19,1,92,"['Clouds', 803, 304.32, 58]",'Clouds', 803, 304.32, 58,
1649,09:26.9,31/12/2019,02:09:27,1,79,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1650,10:05.1,31/12/2019,02:10:05,1,43,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,['detection error']
1651,11:18.7,31/12/2019,02:11:19,0,73,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1652,11:26.9,31/12/2019,02:11:27,1,78,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1653,12:18.7,31/12/2019,02:12:19,0,33,"['Clouds', 803, 304.32, 58]",'Clouds', 803, 304.32, 58,
1654,13:18.6,31/12/2019,02:13:19,1,15,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1655,13:26.9,31/12/2019,02:13:27,1,66,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,
1656,14:18.7,31/12/2019,02:14:19,1,59,"['Clouds', 803, 304.32, 58]",'Clouds', 803, 304.32, 58,
1657,15:06.6,31/12/2019,02:15:07,1,40,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1658,15:15.2,31/12/2019,02:15:15,1,77,"['Clouds', 803, 304.33, 58]",'Clouds', 803, 304.33, 58,['detection error']
1659,15:26.9,31/12/2019,02:15:27,1,25,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1660,16:18.6,31/12/2019,02:16:19,0,91,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1661,17:18.6,31/12/2019,02:17:19,0,62,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1662,17:27.0,31/12/2019,02:17:27,0,80,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,['detection error']
1663,18:18.6,31/12/2019,02:18:19,1,67,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1664,19:19.8,31/12/2019,02:19:20,1,83,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1665,20:04.4,31/12/2019,02:20:04,1,28,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,['detection error']
1666,20:12.8,31/12/2019,02:20:13,0,54,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1667,20:23.0,31/12/2019,02:20:23,1,98,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1668,21:18.7,31/12/2019,02:21:19,1,73,"['Clouds', 802, 304.61, 58]",'Clouds', 802, 304.61, 58,
1669,21:27.0,31/12/2019,02:21:27,0,0,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1670,22:18.7,31/12/2019,02:22:19,1,65,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1671,23:27.0,31/12/2019,02:23:27,1,96,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1672,24:18.7,31/12/2019,02:24:19,1,62,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1673,25:05.6,31/12/2019,02:25:06,0,34,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1674,25:13.5,31/12/2019,02:25:14,0,37,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1675,25:26.2,31/12/2019,02:25:26,0,35,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,['detection error']
1676,25:49.2,31/12/2019,02:25:49,0,79,"['Clouds', 802, 304.91, 58]",'Clouds', 802, 304.91, 58,['detection error']
1677,26:18.6,31/12/2019,02:26:19,1,14,"['Clouds', 802, 304.61, 58]",'Clouds', 802, 304.61, 58,
1678,27:18.6,31/12/2019,02:27:19,0,49,"['Clouds', 802, 304.61, 58]",'Clouds', 802, 304.61, 58,
1679,27:26.9,31/12/2019,02:27:27,1,95,"['Clouds', 803, 304.31, 58]",'Clouds', 803, 304.31, 58,
1680,28:18.6,31/12/2019,02:28:19,1,26,"['Clouds', 802, 304.91, 58]",'Clouds', 802, 304.91, 58,
1681,29:18.5,31/12/2019,02:29:19,1,53,"['Clouds', 802, 304.91, 58]",'Clouds', 802, 304.91, 58,
1682,29:27.6,31/12/2019,02:29:28,1,70,"['Clouds', 802, 304.91, 58]",'Clouds', 802, 304.91, 58,
1683,30:04.9,31/12/2019,02:30:05,1,35,"['Clouds', 802, 304.91, 58]",'Clouds', 802, 304.91, 58,
