Datetime,Datetime Date,Datetime Time,Noise Threshold,Noise Level,Weather
28:18.8,31/12/2019,07:28:19,[0],0,"['Clouds', 804, 302.92, 66]"
28:58.9,31/12/2019,07:28:59,[1],10,"['Clouds', 804, 302.92, 66]"
29:19.0,31/12/2019,07:29:19,[0],55,"['Clouds', 804, 302.92, 66]"
29:28.3,31/12/2019,07:29:28,[1],78,"['Clouds', 804, 302.92, 66]"
30:04.8,31/12/2019,07:30:05,[0],18,"['Clouds', 804, 302.92, 66]"
30:12.6,31/12/2019,07:30:13,[0],16,"['Clouds', 804, 302.92, 66]"
30:24.0,31/12/2019,07:30:24,[1],23,"['Clouds', 804, 302.93, 66]"
30:46.4,31/12/2019,07:30:46,[1],26,"['Clouds', 804, 302.93, 66]"
31:18.9,31/12/2019,07:31:19,[1],36,"['Clouds', 804, 302.92, 66]"
31:48.3,31/12/2019,07:31:48,[1],8,"['Clouds', 804, 302.93, 66]"
32:11.9,31/12/2019,07:32:12,[0],99,"['Clouds', 804, 302.92, 66]"
33:11.5,31/12/2019,07:33:12,[1],46,"['Clouds', 804, 302.92, 66]"
33:20.2,31/12/2019,07:33:20,[1],50,"['Clouds', 804, 302.92, 66]"
33:32.9,31/12/2019,07:33:33,[0],100,"['Clouds', 804, 302.92, 66]"
33:49.6,31/12/2019,07:33:50,[1],93,"['Clouds', 804, 302.92, 66]"
33:57.7,31/12/2019,07:33:58,[1],3,"['Clouds', 804, 302.92, 66]"
34:18.8,31/12/2019,07:34:19,[0],36,"['Clouds', 804, 302.92, 66]"
34:27.3,31/12/2019,07:34:27,[1],80,"['Clouds', 804, 302.92, 66]"
34:36.0,31/12/2019,07:34:36,[1],95,"['Clouds', 804, 302.92, 66]"
34:45.8,31/12/2019,07:34:46,[1],3,"['Clouds', 804, 302.92, 66]"
34:53.7,31/12/2019,07:34:54,[1],54,"['Clouds', 804, 302.92, 66]"
35:04.7,31/12/2019,07:35:05,[1],39,"['Clouds', 804, 302.92, 66]"
35:13.1,31/12/2019,07:35:13,[1],99,"['Clouds', 804, 302.92, 66]"
35:21.9,31/12/2019,07:35:22,[1],77,"['Clouds', 804, 302.92, 66]"
35:29.9,31/12/2019,07:35:30,[1],88,"['Clouds', 804, 302.92, 66]"
35:40.1,31/12/2019,07:35:40,[1],52,"['Clouds', 804, 302.92, 66]"
37:18.9,31/12/2019,07:37:19,[1],17,"['Clouds', 804, 302.92, 66]"
38:04.3,31/12/2019,07:38:04,[1],99,"['Clouds', 804, 302.92, 66]"
38:18.8,31/12/2019,07:38:19,[1],94,"['Clouds', 804, 302.91, 66]"
39:18.9,31/12/2019,07:39:19,[0],63,"['Clouds', 804, 302.92, 66]"
40:04.3,31/12/2019,07:40:04,[1],74,"['Clouds', 804, 302.91, 66]"
40:12.2,31/12/2019,07:40:12,[1],61,"['Clouds', 804, 302.92, 66]"
40:25.2,31/12/2019,07:40:25,[1],17,"['Clouds', 804, 302.92, 66]"
41:18.4,31/12/2019,07:41:18,[1],17,"['Clouds', 804, 302.92, 66]"
41:26.8,31/12/2019,07:41:27,[0],65,"['Clouds', 804, 302.91, 66]"
41:45.3,31/12/2019,07:41:45,[0],88,"['Clouds', 804, 302.92, 66]"
41:53.7,31/12/2019,07:41:54,[0],60,"['Clouds', 804, 302.91, 66]"
42:19.0,31/12/2019,07:42:19,[0],2,"['Clouds', 804, 302.92, 66]"
43:18.9,31/12/2019,07:43:19,[0],37,"['Clouds', 804, 303.15, 66]"
44:19.0,31/12/2019,07:44:19,[1],55,"['Clouds', 804, 302.6, 66]"
45:04.4,31/12/2019,07:45:04,[0],37,"['Clouds', 804, 303.15, 66]"
45:12.7,31/12/2019,07:45:13,[1],78,"['Clouds', 804, 303.15, 66]"
45:20.6,31/12/2019,07:45:21,[0],27,"['Clouds', 804, 302.6, 66]"
45:34.6,31/12/2019,07:45:35,[1],57,"['Clouds', 804, 302.51, 66]"
46:18.9,31/12/2019,07:46:19,[1],63,"['Clouds', 804, 302.6, 66]"
46:31.8,31/12/2019,07:46:32,[1],30,"['Clouds', 804, 302.6, 66]"
47:18.8,31/12/2019,07:47:19,[0],64,"['Clouds', 804, 302.6, 66]"
48:18.8,31/12/2019,07:48:19,[0],79,"['Clouds', 804, 303.15, 66]"
49:20.1,31/12/2019,07:49:20,[0],55,"['Clouds', 804, 303.15, 66]"
50:09.1,31/12/2019,07:50:09,[1],70,"['Clouds', 804, 302.6, 66]"
50:18.0,31/12/2019,07:50:18,[1],66,"['Clouds', 804, 302.51, 66]"
50:25.9,31/12/2019,07:50:26,[1],36,"['Clouds', 804, 302.51, 66]"
50:33.9,31/12/2019,07:50:34,[1],47,"['Clouds', 804, 302.51, 66]"
50:41.9,31/12/2019,07:50:42,[0],24,"['Clouds', 804, 302.6, 66]"
50:53.4,31/12/2019,07:50:53,[0],12,"['Clouds', 804, 302.6, 66]"
51:18.9,31/12/2019,07:51:19,[1],10,"['Clouds', 804, 302.51, 66]"
52:18.9,31/12/2019,07:52:19,[1],41,"['Clouds', 804, 302.51, 66]"
52:56.0,31/12/2019,07:52:56,[1],70,"['Clouds', 804, 302.51, 66]"
53:18.8,31/12/2019,07:53:19,[1],4,"['Clouds', 804, 302.51, 66]"
53:45.8,31/12/2019,07:53:46,[0],88,"['Clouds', 804, 302.51, 66]"
54:19.0,31/12/2019,07:54:19,[0],94,"['Clouds', 804, 302.51, 66]"
54:33.5,31/12/2019,07:54:34,[1],17,"['Clouds', 804, 302.51, 66]"
55:05.2,31/12/2019,07:55:05,[1],66,"['Clouds', 804, 302.51, 66]"
55:13.7,31/12/2019,07:55:14,[0],37,"['Clouds', 804, 302.51, 66]"
55:23.0,31/12/2019,07:55:23,[0],22,"['Clouds', 802, 302.08, 74]"
55:30.9,31/12/2019,07:55:31,[1],52,"['Clouds', 804, 302.51, 66]"
56:06.2,31/12/2019,07:56:06,[0],65,"['Clouds', 804, 302.51, 66]"
56:18.8,31/12/2019,07:56:19,[0],24,"['Clouds', 804, 302.51, 66]"
56:59.8,31/12/2019,07:57:00,[0],25,"['Clouds', 804, 302.51, 66]"
57:08.5,31/12/2019,07:57:09,[0],12,"['Clouds', 802, 302.23, 74]"
57:17.2,31/12/2019,07:57:17,[1],4,"['Clouds', 802, 302.23, 74]"
57:35.4,31/12/2019,07:57:35,[0],16,"['Clouds', 802, 302.23, 74]"
57:48.4,31/12/2019,07:57:48,[0],17,"['Clouds', 804, 302.51, 66]"
59:19.0,31/12/2019,07:59:19,[0],69,"['Clouds', 804, 302.51, 66]"
00:04.0,31/12/2019,08:00:04,[1],21,"['Clouds', 804, 302.51, 66]"
00:12.7,31/12/2019,08:00:13,[0],58,"['Clouds', 802, 302.23, 74]"
00:20.6,31/12/2019,08:00:21,[1],61,"['Clouds', 804, 302.51, 66]"
00:32.3,31/12/2019,08:00:32,[1],30,"['Clouds', 802, 302.23, 74]"
01:19.0,31/12/2019,08:01:19,[0],65,"['Clouds', 802, 302.23, 74]"
01:27.8,31/12/2019,08:01:28,[1],46,"['Clouds', 802, 302.23, 74]"
02:18.9,31/12/2019,08:02:19,[1],24,"['Clouds', 802, 302.23, 74]"
03:02.1,31/12/2019,08:03:02,[1],47,"['Clouds', 802, 302.08, 74]"
03:19.0,31/12/2019,08:03:19,[1],51,"['Clouds', 802, 302.23, 74]"
03:28.3,31/12/2019,08:03:28,[1],73,"['Clouds', 802, 302.23, 74]"
03:45.6,31/12/2019,08:03:46,[0],65,"['Clouds', 802, 302.23, 74]"
03:59.8,31/12/2019,08:04:00,[1],41,"['Clouds', 802, 302.23, 74]"
04:07.8,31/12/2019,08:04:08,[1],64,"['Clouds', 802, 302.23, 74]"
04:18.8,31/12/2019,08:04:19,[0],94,"['Clouds', 802, 302.23, 74]"
04:35.1,31/12/2019,08:04:35,[0],14,"['Clouds', 802, 302.23, 74]"
05:04.6,31/12/2019,08:05:05,[1],91,"['Clouds', 802, 302.23, 74]"
05:12.6,31/12/2019,08:05:13,[0],89,"['Clouds', 802, 302.23, 74]"
05:28.0,31/12/2019,08:05:28,[0],70,"['Clouds', 802, 302.23, 74]"
07:19.6,31/12/2019,08:07:20,[1],42,"['Clouds', 802, 302.23, 74]"
08:18.9,31/12/2019,08:08:19,[0],1,"['Clouds', 802, 302.23, 74]"
08:50.1,31/12/2019,08:08:50,[1],72,"['Clouds', 802, 302.23, 74]"
09:18.8,31/12/2019,08:09:19,[1],53,"['Clouds', 802, 302.23, 74]"
10:18.8,31/12/2019,08:10:19,[1],10,"['Clouds', 802, 302.23, 74]"
10:30.6,31/12/2019,08:10:31,[0],67,"['Clouds', 802, 302.23, 74]"
10:40.0,31/12/2019,08:10:40,[1],12,"['Clouds', 802, 302.23, 74]"
10:48.2,31/12/2019,08:10:48,[1],0,"['Clouds', 802, 302.23, 74]"
11:18.9,31/12/2019,08:11:19,[1],74,"['Clouds', 802, 302.23, 74]"
12:18.8,31/12/2019,08:12:19,[0],75,"['Clouds', 802, 302.04, 74]"
13:18.8,31/12/2019,08:13:19,[1],83,"['Clouds', 802, 302.23, 74]"
13:26.8,31/12/2019,08:13:27,[1],63,"['Clouds', 802, 302.04, 74]"
13:56.4,31/12/2019,08:13:56,[1],37,"['Clouds', 802, 302.04, 74]"
14:18.8,31/12/2019,08:14:19,[0],98,"['Clouds', 802, 302.04, 74]"
15:04.6,31/12/2019,08:15:05,[1],43,"['Clouds', 802, 302.04, 74]"
15:12.7,31/12/2019,08:15:13,[0],83,"['Clouds', 802, 302.04, 74]"
15:21.8,31/12/2019,08:15:22,[1],80,"['Clouds', 802, 302.04, 74]"
15:30.0,31/12/2019,08:15:30,[1],1,"['Clouds', 802, 302.04, 74]"
15:38.1,31/12/2019,08:15:38,[1],19,"['Clouds', 802, 302.04, 74]"
16:04.1,31/12/2019,08:16:04,[0],60,"['Clouds', 802, 302.04, 74]"
16:18.9,31/12/2019,08:16:19,[0],43,"['Clouds', 802, 302.04, 74]"
16:33.0,31/12/2019,08:16:33,[0],47,"['Clouds', 802, 302.04, 74]"
16:40.9,31/12/2019,08:16:41,[0],51,"['Clouds', 802, 302.04, 74]"
16:51.3,31/12/2019,08:16:51,[0],26,"['Clouds', 802, 302.04, 74]"
17:19.0,31/12/2019,08:17:19,[1],19,"['Clouds', 802, 302.04, 74]"
17:49.0,31/12/2019,08:17:49,[0],49,"['Clouds', 802, 302.04, 74]"
18:18.8,31/12/2019,08:18:19,[1],53,"['Clouds', 802, 302.04, 74]"
18:42.6,31/12/2019,08:18:43,[1],30,"['Clouds', 802, 302.04, 74]"
18:51.1,31/12/2019,08:18:51,[1],9,"['Clouds', 802, 302.04, 74]"
19:18.9,31/12/2019,08:19:19,[0],8,"['Clouds', 802, 302.04, 74]"
20:04.0,31/12/2019,08:20:04,[1],42,"['Clouds', 802, 302.04, 74]"
20:14.7,31/12/2019,08:20:15,[1],79,"['Clouds', 802, 302.04, 74]"
20:22.8,31/12/2019,08:20:23,[1],33,"['Clouds', 802, 302.04, 74]"
20:34.0,31/12/2019,08:20:34,[0],99,"['Clouds', 802, 302.04, 74]"
21:07.3,31/12/2019,08:21:07,[1],37,"['Clouds', 802, 302.04, 74]"
21:15.6,31/12/2019,08:21:16,[0],11,"['Clouds', 802, 302.04, 74]"
22:07.5,31/12/2019,08:22:08,[0],45,"['Clouds', 802, 302.04, 74]"
22:19.0,31/12/2019,08:22:19,[0],48,"['Clouds', 802, 302.04, 74]"
22:50.3,31/12/2019,08:22:50,[1],51,"['Clouds', 802, 302.04, 74]"
22:58.3,31/12/2019,08:22:58,[1],30,"['Clouds', 802, 302.04, 74]"
23:19.1,31/12/2019,08:23:19,[0],10,"['Clouds', 802, 302.04, 74]"
24:18.9,31/12/2019,08:24:19,[0],83,"['Clouds', 802, 302.04, 74]"
24:32.2,31/12/2019,08:24:32,[1],66,"['Clouds', 802, 301.84, 74]"
25:04.5,31/12/2019,08:25:04,[1],57,"['Clouds', 802, 301.84, 74]"
25:12.3,31/12/2019,08:25:12,[0],44,"['Clouds', 802, 301.84, 74]"
26:25.8,31/12/2019,08:26:26,[1],9,"['Clouds', 802, 301.46, 74]"
26:33.5,31/12/2019,08:26:34,[1],35,"['Clouds', 802, 301.84, 74]"
26:42.7,31/12/2019,08:26:43,[0],73,"['Clouds', 802, 301.84, 74]"
26:50.6,31/12/2019,08:26:51,[0],16,"['Clouds', 802, 301.84, 74]"
27:07.0,31/12/2019,08:27:07,[0],99,"['Clouds', 802, 301.46, 74]"
27:18.9,31/12/2019,08:27:19,[1],0,"['Clouds', 802, 301.84, 74]"
28:06.0,31/12/2019,08:28:06,[1],25,"['Clouds', 802, 301.46, 74]"
28:15.9,31/12/2019,08:28:16,[1],94,"['Clouds', 802, 301.84, 74]"
28:54.9,31/12/2019,08:28:55,[1],21,"['Clouds', 802, 301.46, 74]"
29:18.8,31/12/2019,08:29:19,[0],42,"['Clouds', 802, 301.46, 74]"
30:28.2,31/12/2019,08:30:28,[1],45,"['Clouds', 802, 301.84, 74]"
30:36.1,31/12/2019,08:30:36,[1],9,"['Clouds', 802, 301.45, 74]"
30:47.8,31/12/2019,08:30:48,[1],26,"['Clouds', 802, 301.45, 74]"
30:56.2,31/12/2019,08:30:56,[0],44,"['Clouds', 802, 301.45, 74]"
31:04.2,31/12/2019,08:31:04,[0],19,"['Clouds', 802, 301.84, 74]"
31:18.9,31/12/2019,08:31:19,[1],46,"['Clouds', 802, 301.84, 74]"
31:47.1,31/12/2019,08:31:47,[0],36,"['Clouds', 802, 301.45, 74]"
32:18.9,31/12/2019,08:32:19,[1],30,"['Clouds', 802, 301.84, 74]"
32:40.1,31/12/2019,08:32:40,[0],35,"['Clouds', 802, 301.45, 74]"
32:48.7,31/12/2019,08:32:49,[0],74,"['Clouds', 802, 301.46, 74]"
33:18.9,31/12/2019,08:33:19,[0],63,"['Clouds', 802, 301.45, 74]"
35:04.2,31/12/2019,08:35:04,[0],56,"['Clouds', 802, 301.46, 74]"
35:15.1,31/12/2019,08:35:15,[1],42,"['Clouds', 802, 301.45, 74]"
35:23.1,31/12/2019,08:35:23,[0],96,"['Clouds', 802, 301.46, 74]"
35:30.9,31/12/2019,08:35:31,[0],83,"['Clouds', 802, 301.46, 74]"
35:38.9,31/12/2019,08:35:39,[1],43,"['Clouds', 802, 301.45, 74]"
35:46.9,31/12/2019,08:35:47,[1],60,"['Clouds', 802, 301.45, 74]"
35:54.6,31/12/2019,08:35:55,[1],54,"['Clouds', 802, 301.46, 74]"
36:02.6,31/12/2019,08:36:03,[0],73,"['Clouds', 802, 301.46, 74]"
36:10.6,31/12/2019,08:36:11,[1],93,"['Clouds', 802, 301.45, 74]"
36:18.9,31/12/2019,08:36:19,[1],80,"['Clouds', 802, 301.45, 74]"
37:14.3,31/12/2019,08:37:14,[1],50,"['Clouds', 802, 301.45, 74]"
37:23.6,31/12/2019,08:37:24,[1],100,"['Clouds', 802, 301.45, 74]"
37:34.3,31/12/2019,08:37:34,[1],88,"['Clouds', 802, 301.44, 74]"
38:18.8,31/12/2019,08:38:19,[1],39,"['Clouds', 802, 301.45, 74]"
39:31.5,31/12/2019,08:39:32,[1],40,"['Clouds', 802, 301.44, 74]"
40:08.3,31/12/2019,08:40:08,[1],21,"['Clouds', 802, 301.45, 74]"
40:18.8,31/12/2019,08:40:19,[0],21,"['Clouds', 802, 301.44, 74]"
40:26.9,31/12/2019,08:40:27,[1],77,"['Clouds', 802, 301.44, 74]"
40:35.0,31/12/2019,08:40:35,[0],16,"['Clouds', 802, 301.44, 74]"
40:43.0,31/12/2019,08:40:43,[1],6,"['Clouds', 802, 301.45, 74]"
40:53.6,31/12/2019,08:40:54,[0],96,"['Clouds', 802, 301.45, 74]"
41:01.4,31/12/2019,08:41:01,[1],60,"['Clouds', 802, 301.44, 74]"
41:09.7,31/12/2019,08:41:10,[0],67,"['Clouds', 802, 301.45, 74]"
41:18.3,31/12/2019,08:41:18,[0],67,"['Clouds', 802, 301.44, 74]"
41:30.7,31/12/2019,08:41:31,[0],40,"['Clouds', 802, 301.44, 74]"
41:42.3,31/12/2019,08:41:42,[0],0,"['Clouds', 802, 301.44, 74]"
41:51.5,31/12/2019,08:41:51,[0],61,"['Clouds', 802, 301.44, 74]"
42:18.9,31/12/2019,08:42:19,[1],65,"['Clouds', 802, 301.44, 74]"
42:30.9,31/12/2019,08:42:31,[1],66,"['Clouds', 802, 301.44, 74]"
42:46.5,31/12/2019,08:42:46,[1],26,"['Clouds', 802, 301.44, 74]"
42:54.7,31/12/2019,08:42:55,[0],45,"['Clouds', 802, 301.44, 74]"
43:18.9,31/12/2019,08:43:19,[1],78,"['Clouds', 802, 301.44, 74]"
43:55.0,31/12/2019,08:43:55,[1],2,"['Clouds', 802, 301.45, 74]"
44:19.0,31/12/2019,08:44:19,[0],16,"['Clouds', 802, 301.09, 74]"
45:39.1,31/12/2019,08:45:39,[0],98,"['Clouds', 802, 301.44, 74]"
45:47.2,31/12/2019,08:45:47,[1],49,"['Clouds', 802, 301.44, 74]"
47:18.9,31/12/2019,08:47:19,[1],2,"['Clouds', 802, 301.44, 74]"
48:10.7,31/12/2019,08:48:11,[1],79,"['Clouds', 802, 301.09, 74]"
49:18.9,31/12/2019,08:49:19,[1],0,"['Clouds', 802, 301.44, 74]"
49:27.0,31/12/2019,08:49:27,[0],28,"['Clouds', 802, 301.44, 74]"
50:05.8,31/12/2019,08:50:06,[0],14,"['Clouds', 802, 301.44, 74]"
50:14.9,31/12/2019,08:50:15,[1],23,"['Clouds', 802, 301.44, 74]"
50:23.0,31/12/2019,08:50:23,[1],33,"['Clouds', 802, 301.44, 74]"
50:30.9,31/12/2019,08:50:31,[0],21,"['Clouds', 802, 301.44, 74]"
50:42.2,31/12/2019,08:50:42,[1],81,"['Clouds', 802, 301.44, 74]"
50:50.6,31/12/2019,08:50:51,[1],58,"['Clouds', 802, 301.09, 74]"
51:00.3,31/12/2019,08:51:00,[1],98,"['Clouds', 802, 301.44, 74]"
51:08.2,31/12/2019,08:51:08,[0],93,"['Clouds', 802, 301.44, 74]"
51:15.9,31/12/2019,08:51:16,[0],85,"['Clouds', 802, 301.44, 74]"
51:24.0,31/12/2019,08:51:24,[1],2,"['Clouds', 802, 301.09, 74]"
51:32.0,31/12/2019,08:51:32,[1],58,"['Clouds', 802, 300.76, 74]"
51:39.9,31/12/2019,08:51:40,[1],41,"['Clouds', 802, 301.09, 74]"
52:15.4,31/12/2019,08:52:15,[1],68,"['Clouds', 802, 301.09, 74]"
53:14.5,31/12/2019,08:53:14,[1],31,"['Clouds', 802, 300.76, 74]"
53:31.3,31/12/2019,08:53:31,[0],66,"['Clouds', 802, 300.76, 74]"
53:39.9,31/12/2019,08:53:40,[1],19,"['Clouds', 802, 301.44, 74]"
54:09.4,31/12/2019,08:54:09,[0],62,"['Clouds', 802, 301.44, 74]"
54:18.6,31/12/2019,08:54:19,[1],50,"['Clouds', 802, 300.76, 74]"
55:05.8,31/12/2019,08:55:06,[0],6,"['Clouds', 802, 300.76, 74]"
55:14.0,31/12/2019,08:55:14,[1],0,"['Clouds', 802, 301.44, 74]"
55:22.0,31/12/2019,08:55:22,[1],100,"['Clouds', 802, 300.76, 74]"
55:30.1,31/12/2019,08:55:30,[0],3,"['Clouds', 802, 300.76, 74]"
55:37.9,31/12/2019,08:55:38,[1],26,"['Clouds', 802, 300.76, 74]"
55:55.6,31/12/2019,08:55:56,[0],55,"['Clouds', 802, 301.44, 74]"
56:03.6,31/12/2019,08:56:04,[0],22,"['Clouds', 802, 300.76, 74]"
56:18.9,31/12/2019,08:56:19,[1],50,"['Clouds', 802, 300.76, 74]"
57:18.9,31/12/2019,08:57:19,[1],68,"['Clouds', 802, 300.76, 74]"
58:13.2,31/12/2019,08:58:13,[0],50,"['Clouds', 802, 300.76, 74]"
59:19.0,31/12/2019,08:59:19,[1],71,"['Clouds', 802, 300.76, 74]"
59:28.2,31/12/2019,08:59:28,[1],26,"['Clouds', 802, 300.76, 74]"
59:39.7,31/12/2019,08:59:40,[0],20,"['Clouds', 802, 300.76, 74]"
59:50.3,31/12/2019,08:59:50,[1],49,"['Clouds', 802, 300.75, 74]"
59:56.9,31/12/2019,08:59:57,[0],65,"['Clouds', 802, 300.76, 74]"
00:04.8,31/12/2019,09:00:05,[0],43,"['Clouds', 802, 300.75, 74]"
00:15.2,31/12/2019,09:00:15,[1],95,"['Clouds', 802, 300.76, 74]"
00:21.9,31/12/2019,09:00:22,[1],80,"['Clouds', 802, 300.76, 74]"
00:29.7,31/12/2019,09:00:30,[1],63,"['Clouds', 802, 300.75, 74]"
00:37.7,31/12/2019,09:00:38,[1],2,"['Clouds', 802, 300.76, 74]"
00:45.8,31/12/2019,09:00:46,[0],8,"['Clouds', 802, 300.76, 74]"
00:53.8,31/12/2019,09:00:54,[1],95,"['Clouds', 802, 300.76, 74]"
01:02.9,31/12/2019,09:01:03,[1],5,"['Clouds', 802, 300.75, 74]"
01:18.9,31/12/2019,09:01:19,[1],59,"['Clouds', 802, 300.76, 74]"
01:54.9,31/12/2019,09:01:55,[1],95,"['Clouds', 802, 300.75, 74]"
03:16.0,31/12/2019,09:03:16,[0],93,"['Clouds', 802, 300.75, 74]"
03:24.2,31/12/2019,09:03:24,[1],85,"['Clouds', 802, 300.76, 74]"
05:06.4,31/12/2019,09:05:06,[1],0,"['Clouds', 802, 300.75, 74]"
05:14.3,31/12/2019,09:05:14,[0],12,"['Clouds', 802, 300.75, 74]"
05:22.2,31/12/2019,09:05:22,[1],2,"['Clouds', 802, 300.76, 74]"
05:30.3,31/12/2019,09:05:30,[0],58,"['Clouds', 802, 300.74, 74]"
05:38.1,31/12/2019,09:05:38,[1],10,"['Clouds', 802, 300.75, 74]"
05:54.1,31/12/2019,09:05:54,[0],100,"['Clouds', 802, 300.76, 74]"
06:04.0,31/12/2019,09:06:04,[1],66,"['Clouds', 802, 300.76, 74]"
06:12.4,31/12/2019,09:06:12,[0],93,"['Clouds', 802, 300.76, 74]"
07:18.9,31/12/2019,09:07:19,[1],82,"['Clouds', 802, 300.75, 74]"
07:39.8,31/12/2019,09:07:40,[1],49,"['Clouds', 802, 300.75, 74]"
07:48.3,31/12/2019,09:07:48,[0],55,"['Clouds', 802, 300.74, 74]"
08:07.2,31/12/2019,09:08:07,[1],39,"['Clouds', 802, 300.75, 74]"
08:16.1,31/12/2019,09:08:16,[1],30,"['Clouds', 802, 300.74, 74]"
09:27.6,31/12/2019,09:09:28,[1],85,"['Clouds', 802, 300.74, 74]"
10:03.2,31/12/2019,09:10:03,[1],7,"['Clouds', 802, 300.74, 74]"
11:19.0,31/12/2019,09:11:19,[1],7,"['Clouds', 802, 300.74, 74]"
12:18.9,31/12/2019,09:12:19,[0],23,"['Clouds', 802, 300.74, 74]"
13:07.7,31/12/2019,09:13:08,[1],77,"['Clouds', 802, 300.74, 74]"
13:16.2,31/12/2019,09:13:16,[1],33,"['Clouds', 802, 300.74, 74]"
13:53.5,31/12/2019,09:13:53,[0],10,"['Clouds', 802, 300.74, 74]"
14:18.8,31/12/2019,09:14:19,[1],8,"['Clouds', 802, 300.74, 74]"
15:07.7,31/12/2019,09:15:08,[0],42,"['Clouds', 802, 300.74, 74]"
15:16.1,31/12/2019,09:15:16,[1],63,"['Clouds', 802, 300.74, 74]"
15:24.1,31/12/2019,09:15:24,[1],61,"['Clouds', 802, 300.74, 74]"
15:33.3,31/12/2019,09:15:33,[1],6,"['Clouds', 802, 300.39, 74]"
15:49.2,31/12/2019,09:15:49,[1],68,"['Clouds', 802, 300.74, 74]"
17:19.0,31/12/2019,09:17:19,[1],71,"['Clouds', 802, 300.74, 74]"
18:18.9,31/12/2019,09:18:19,[1],27,"['Clouds', 802, 300.39, 74]"
18:51.3,31/12/2019,09:18:51,[1],49,"['Clouds', 802, 300.39, 74]"
19:19.0,31/12/2019,09:19:19,[1],88,"['Clouds', 802, 300.39, 74]"
20:48.3,31/12/2019,09:20:48,[1],29,"['Clouds', 802, 300.74, 74]"
21:06.5,31/12/2019,09:21:07,[1],63,"['Clouds', 802, 300.16, 74]"
21:18.9,31/12/2019,09:21:19,[1],51,"['Clouds', 802, 300.39, 74]"
22:18.8,31/12/2019,09:22:19,[0],7,"['Clouds', 802, 300.74, 74]"
22:27.1,31/12/2019,09:22:27,[1],92,"['Clouds', 802, 300.39, 74]"
22:36.3,31/12/2019,09:22:36,[1],8,"['Clouds', 802, 300.16, 74]"
22:47.0,31/12/2019,09:22:47,[0],70,"['Clouds', 802, 300.74, 74]"
23:13.3,31/12/2019,09:23:13,[1],33,"['Clouds', 802, 300.74, 74]"
23:21.2,31/12/2019,09:23:21,[0],6,"['Clouds', 802, 300.16, 74]"
23:30.0,31/12/2019,09:23:30,[0],66,"['Clouds', 802, 300.74, 74]"
23:51.7,31/12/2019,09:23:52,[1],18,"['Clouds', 802, 300.16, 74]"
24:18.4,31/12/2019,09:24:18,[0],46,"['Clouds', 802, 300.39, 74]"
24:26.5,31/12/2019,09:24:26,[1],50,"['Clouds', 802, 300.16, 74]"
25:04.1,31/12/2019,09:25:04,[1],8,"['Clouds', 802, 300.16, 74]"
25:13.5,31/12/2019,09:25:14,[1],23,"['Clouds', 802, 300.74, 74]"
25:21.7,31/12/2019,09:25:22,[0],16,"['Clouds', 802, 300.74, 74]"
25:31.0,31/12/2019,09:25:31,[0],59,"['Clouds', 802, 300.39, 74]"
25:42.2,31/12/2019,09:25:42,[1],36,"['Clouds', 802, 300.16, 74]"
27:18.9,31/12/2019,09:27:19,[0],20,"['Clouds', 802, 300.15, 74]"
27:44.8,31/12/2019,09:27:45,[1],30,"['Clouds', 802, 300.16, 74]"
28:18.9,31/12/2019,09:28:19,[0],50,"['Clouds', 802, 300.16, 74]"
29:19.1,31/12/2019,09:29:19,[0],28,"['Clouds', 802, 300.15, 74]"
30:04.1,31/12/2019,09:30:04,[0],78,"['Clouds', 802, 300.16, 74]"
30:12.1,31/12/2019,09:30:12,[1],5,"['Clouds', 802, 300.15, 74]"
30:27.5,31/12/2019,09:30:27,[0],38,"['Clouds', 802, 300.16, 74]"
31:18.9,31/12/2019,09:31:19,[1],52,"['Clouds', 802, 300.15, 74]"
32:19.0,31/12/2019,09:32:19,[1],70,"['Clouds', 802, 300.16, 74]"
33:18.9,31/12/2019,09:33:19,[1],16,"['Clouds', 802, 300.15, 74]"
33:27.1,31/12/2019,09:33:27,[0],59,"['Clouds', 802, 300.15, 74]"
34:19.1,31/12/2019,09:34:19,[0],20,"['Clouds', 802, 300.15, 74]"
35:04.4,31/12/2019,09:35:04,[1],95,"['Clouds', 802, 300.15, 74]"
35:14.3,31/12/2019,09:35:14,[1],87,"['Clouds', 802, 300.15, 74]"
35:29.3,31/12/2019,09:35:29,[0],10,"['Clouds', 802, 300.15, 74]"
36:19.0,31/12/2019,09:36:19,[0],1,"['Clouds', 802, 300.15, 74]"
37:06.2,31/12/2019,09:37:06,[1],28,"['Clouds', 802, 300.15, 74]"
37:14.6,31/12/2019,09:37:15,[1],60,"['Clouds', 802, 300.14, 74]"
37:24.2,31/12/2019,09:37:24,[0],63,"['Clouds', 802, 300.15, 74]"
38:18.9,31/12/2019,09:38:19,[0],11,"['Clouds', 802, 300.14, 74]"
39:19.0,31/12/2019,09:39:19,[0],26,"['Clouds', 802, 300.14, 74]"
39:46.9,31/12/2019,09:39:47,[0],100,"['Clouds', 802, 300.14, 74]"
40:04.2,31/12/2019,09:40:04,[1],5,"['Clouds', 802, 300.14, 74]"
40:15.0,31/12/2019,09:40:15,[1],34,"['Clouds', 802, 300.14, 74]"
40:31.3,31/12/2019,09:40:31,[1],48,"['Clouds', 802, 300.14, 74]"
41:07.1,31/12/2019,09:41:07,[1],83,"['Clouds', 802, 300.15, 74]"
