,Datetime,Datetime Date,Datetime Time,Noise Threshold,Noise Level,Weather,Weather Type,Weather Code,Temperature,Humidity,Vehicle Type
8514,54:29.3,05/01/2020,01:54:29,1,72,"['Clear', 800, 304.67, 66]",'Clear', 800, 304.67, 66,['detection error']
8516,55:13.3,05/01/2020,01:55:13,1,82,"['Clear', 800, 304.54, 58]",'Clear', 800, 304.54, 58,['detection error']
8517,55:28.2,05/01/2020,01:55:28,1,48,"['Clear', 800, 304.67, 66]",'Clear', 800, 304.67, 66,['detection error']
8518,55:37.2,05/01/2020,01:55:37,0,71,"['Clear', 800, 304.79, 66]",'Clear', 800, 304.79, 66,['detection error']
8524,56:54.1,05/01/2020,01:56:54,0,20,"['Clear', 800, 304.67, 66]",'Clear', 800, 304.67, 66,['detection error']
8528,58:15.5,05/01/2020,01:58:15,1,63,"['Clear', 800, 304.79, 66]",'Clear', 800, 304.79, 66,['detection error']
8531,49:15.3,05/01/2020,01:49:15,0,22,"['Clear', 800, 304.61, 66]",'Clear', 800, 304.61, 66,"['pedestrian', 'uncertain', 'uncertain', 'pedestrian', 'uncertain']"
8532,15:18.4,05/01/2020,02:15:18,0,74,"['Clear', 800, 304.62, 66]",'Clear', 800, 304.62, 66,['detection error']
8533,15:27.3,05/01/2020,02:15:27,0,100,"['Clear', 800, 304.43, 66]",'Clear', 800, 304.43, 66,['uncertain']
8536,15:52.0,05/01/2020,02:15:52,0,36,"['Clear', 800, 304.61, 66]",'Clear', 800, 304.61, 66,['uncertain']
8538,16:10.1,05/01/2020,02:16:10,1,19,"['Clear', 800, 304.43, 66]",'Clear', 800, 304.43, 66,"['pedestrian', 'uncertain', 'pedestrian', 'pedestrian', 'uncertain']"
8540,16:27.5,05/01/2020,02:16:27,1,20,"['Clear', 800, 304.62, 66]",'Clear', 800, 304.62, 66,"['uncertain', 'uncertain', 'uncertain', 'uncertain']"
8541,16:37.4,05/01/2020,02:16:37,0,50,"['Clear', 800, 304.61, 66]",'Clear', 800, 304.61, 66,['detection error']
8542,16:45.1,05/01/2020,02:16:45,1,65,"['Clear', 800, 304.62, 66]",'Clear', 800, 304.62, 66,"['pedestrian', 'uncertain', 'uncertain']"
8545,17:12.1,05/01/2020,02:17:12,1,89,"['Clear', 800, 304.43, 66]",'Clear', 800, 304.43, 66,"['pedestrian', 'uncertain', 'uncertain', 'pedestrian', 'uncertain']"
8547,17:30.2,05/01/2020,02:17:30,0,2,"['Clear', 800, 304.43, 66]",'Clear', 800, 304.43, 66,['uncertain']
8548,17:38.4,05/01/2020,02:17:38,1,12,"['Clear', 800, 304.62, 66]",'Clear', 800, 304.62, 66,['uncertain']
8550,17:57.2,05/01/2020,02:17:57,1,50,"['Clear', 800, 304.43, 66]",'Clear', 800, 304.43, 66,['uncertain']
8551,18:06.2,05/01/2020,02:18:06,0,55,"['Clear', 800, 304.43, 66]",'Clear', 800, 304.43, 66,['uncertain']
8566,25:56.4,05/01/2020,02:25:56,1,14,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,"['pedestrian', 'uncertain']"
8568,27:07.4,05/01/2020,02:27:07,1,13,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['uncertain']
8569,27:17.2,05/01/2020,02:27:17,1,59,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,"['pedestrian', 'uncertain']"
8573,27:52.2,05/01/2020,02:27:52,1,65,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,"['pedestrian', 'uncertain']"
8574,28:01.2,05/01/2020,02:28:01,1,15,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,"['pedestrian', 'car', 'uncertain']"
8577,28:26.1,05/01/2020,02:28:26,1,98,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['uncertain']
8578,28:35.0,05/01/2020,02:28:35,1,15,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['detection error']
8580,28:52.3,05/01/2020,02:28:52,0,46,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8582,29:14.2,05/01/2020,02:29:14,1,20,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['detection error']
8584,29:36.3,05/01/2020,02:29:36,1,95,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['detection error']
8586,30:06.2,05/01/2020,02:30:06,0,75,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['detection error']
8587,30:25.1,05/01/2020,02:30:25,1,24,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8592,31:10.5,05/01/2020,02:31:10,1,36,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8593,31:18.0,05/01/2020,02:31:18,1,31,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8594,31:26.1,05/01/2020,02:31:26,1,74,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8595,31:34.1,05/01/2020,02:31:34,0,5,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['detection error']
8604,32:49.3,05/01/2020,02:32:49,0,31,"['Clouds', 802, 304.74, 62]",'Clouds', 802, 304.74, 62,['detection error']
8605,32:57.2,05/01/2020,02:32:57,0,23,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8607,33:14.4,05/01/2020,02:33:14,1,26,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8612,34:12.3,05/01/2020,02:34:12,1,93,"['Clouds', 802, 304.73, 62]",'Clouds', 802, 304.73, 62,['detection error']
8620,36:25.1,05/01/2020,02:36:25,1,99,"['Clouds', 802, 304.12, 62]",'Clouds', 802, 304.12, 62,['detection error']
8622,38:25.2,05/01/2020,02:38:25,1,30,"['Clouds', 802, 304.87, 62]",'Clouds', 802, 304.87, 62,['detection error']
8623,42:27.0,05/01/2020,02:42:27,1,47,"['Clouds', 802, 304.86, 62]",'Clouds', 802, 304.86, 62,['detection error']
8627,45:37.1,05/01/2020,02:45:37,1,54,"['Clouds', 802, 304.87, 62]",'Clouds', 802, 304.87, 62,['detection error']
8630,49:48.3,05/01/2020,02:49:48,0,65,"['Clouds', 802, 304.81, 58]",'Clouds', 802, 304.81, 58,['detection error']
8633,50:27.0,05/01/2020,02:50:27,0,73,"['Clouds', 802, 304.86, 62]",'Clouds', 802, 304.86, 62,['detection error']
8636,53:23.3,05/01/2020,02:53:23,0,32,"['Clouds', 802, 304.86, 62]",'Clouds', 802, 304.86, 62,['detection error']
8637,54:27.0,05/01/2020,02:54:27,1,29,"['Clouds', 802, 304.86, 62]",'Clouds', 802, 304.86, 62,['detection error']
8638,55:04.5,05/01/2020,02:55:04,1,8,"['Clouds', 802, 304.67, 58]",'Clouds', 802, 304.67, 58,['detection error']
8640,56:27.0,05/01/2020,02:56:27,1,88,"['Clouds', 802, 304.67, 58]",'Clouds', 802, 304.67, 58,['detection error']
8642,00:04.1,05/01/2020,03:00:04,1,82,"['Clouds', 802, 304.67, 58]",'Clouds', 802, 304.67, 58,['detection error']
8646,05:04.4,05/01/2020,03:05:04,1,12,"['Clouds', 802, 304.67, 58]",'Clouds', 802, 304.67, 58,['detection error']
8656,15:29.3,05/01/2020,03:15:29,0,47,"['Clouds', 802, 305.09, 58]",'Clouds', 802, 305.09, 58,['detection error']
8657,15:56.5,05/01/2020,03:15:56,1,64,"['Clouds', 802, 304.94, 58]",'Clouds', 802, 304.94, 58,['detection error']
8659,17:40.4,05/01/2020,03:17:40,1,8,"['Clouds', 802, 304.94, 58]",'Clouds', 802, 304.94, 58,['detection error']
8660,17:49.3,05/01/2020,03:17:49,0,19,"['Clouds', 802, 304.94, 58]",'Clouds', 802, 304.94, 58,['detection error']
8663,20:27.3,05/01/2020,03:20:27,0,100,"['Clouds', 802, 304.94, 58]",'Clouds', 802, 304.94, 58,['detection error']
8664,20:35.3,05/01/2020,03:20:35,1,22,"['Clouds', 802, 305.09, 58]",'Clouds', 802, 305.09, 58,['detection error']
8668,26:00.0,05/01/2020,03:26:00,0,68,"['Clear', 800, 304.66, 58]",'Clear', 800, 304.66, 58,['detection error']
8669,26:32.5,05/01/2020,03:26:32,1,11,"['Clear', 800, 304.66, 58]",'Clear', 800, 304.66, 58,['detection error']
8672,31:37.0,05/01/2020,03:31:37,1,61,"['Clear', 800, 304.66, 58]",'Clear', 800, 304.66, 58,['detection error']
8673,31:45.2,05/01/2020,03:31:45,1,33,"['Clear', 800, 304.66, 58]",'Clear', 800, 304.66, 58,['detection error']
8676,32:31.3,05/01/2020,03:32:31,0,84,"['Clear', 800, 304.66, 58]",'Clear', 800, 304.66, 58,['detection error']
8679,35:28.4,05/01/2020,03:35:28,1,61,"['Clear', 800, 304.66, 58]",'Clear', 800, 304.66, 58,['detection error']
8680,36:47.5,05/01/2020,03:36:47,1,60,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8681,37:01.3,05/01/2020,03:37:01,0,50,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8684,38:03.1,05/01/2020,03:38:03,1,8,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8685,38:37.3,05/01/2020,03:38:37,1,9,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8686,40:04.1,05/01/2020,03:40:04,1,99,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8687,40:26.0,05/01/2020,03:40:26,1,26,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8688,40:35.2,05/01/2020,03:40:35,1,3,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8690,42:37.2,05/01/2020,03:42:37,0,62,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8692,44:37.3,05/01/2020,03:44:37,1,97,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8693,46:37.1,05/01/2020,03:46:37,1,57,"['Clear', 800, 304.24, 58]",'Clear', 800, 304.24, 58,['detection error']
8694,48:37.2,05/01/2020,03:48:37,1,92,"['Clear', 800, 304.87, 52]",'Clear', 800, 304.87, 52,['detection error']
8695,50:04.1,05/01/2020,03:50:04,1,58,"['Clear', 800, 304.87, 52]",'Clear', 800, 304.87, 52,['detection error']
8697,51:10.3,05/01/2020,03:51:10,0,28,"['Clear', 800, 304.51, 52]",'Clear', 800, 304.51, 52,['detection error']
8698,52:37.3,05/01/2020,03:52:37,0,20,"['Clear', 800, 304.64, 58]",'Clear', 800, 304.64, 58,['detection error']
8699,53:24.3,05/01/2020,03:53:24,0,48,"['Clear', 800, 304.64, 58]",'Clear', 800, 304.64, 58,['detection error']
8701,54:37.3,05/01/2020,03:54:37,1,1,"['Clear', 800, 304.87, 52]",'Clear', 800, 304.87, 52,['detection error']
8704,55:56.1,05/01/2020,03:55:56,1,30,"['Clear', 800, 304.51, 52]",'Clear', 800, 304.51, 52,['detection error']
8706,56:37.3,05/01/2020,03:56:37,1,100,"['Clear', 800, 304.51, 52]",'Clear', 800, 304.51, 52,['detection error']
8707,58:37.3,05/01/2020,03:58:37,0,76,"['Clear', 800, 304.51, 52]",'Clear', 800, 304.51, 52,['detection error']
8708,00:29.2,05/01/2020,04:00:29,1,65,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8709,00:37.1,05/01/2020,04:00:37,1,84,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8711,02:37.3,05/01/2020,04:02:37,1,20,"['Clear', 800, 304.51, 52]",'Clear', 800, 304.51, 52,['detection error']
8712,04:37.2,05/01/2020,04:04:37,0,78,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8713,05:05.0,05/01/2020,04:05:05,0,18,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8715,05:58.2,05/01/2020,04:05:58,0,1,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8716,06:37.1,05/01/2020,04:06:37,1,44,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8718,08:37.1,05/01/2020,04:08:37,1,14,"['Clear', 800, 304.54, 52]",'Clear', 800, 304.54, 52,['detection error']
8720,10:28.4,05/01/2020,04:10:28,0,96,"['Clear', 800, 305.11, 52]",'Clear', 800, 305.11, 52,['detection error']
8721,10:37.1,05/01/2020,04:10:37,0,29,"['Clear', 800, 304.54, 52]",'Clear', 800, 304.54, 52,['detection error']
8722,12:37.3,05/01/2020,04:12:37,1,75,"['Clear', 800, 304.7, 52]",'Clear', 800, 304.7, 52,['detection error']
8723,14:37.3,05/01/2020,04:14:37,1,52,"['Clear', 800, 304.7, 52]",'Clear', 800, 304.7, 52,['detection error']
8724,16:37.2,05/01/2020,04:16:37,1,27,"['Clear', 800, 304.54, 52]",'Clear', 800, 304.54, 52,['detection error']
8725,18:37.3,05/01/2020,04:18:37,1,77,"['Clear', 800, 304.7, 52]",'Clear', 800, 304.7, 52,['detection error']
8726,20:37.3,05/01/2020,04:20:37,1,94,"['Clear', 800, 305.32, 52]",'Clear', 800, 305.32, 52,['detection error']
8727,22:37.4,05/01/2020,04:22:37,0,2,"['Clear', 800, 304.7, 52]",'Clear', 800, 304.7, 52,['detection error']
8728,23:33.4,05/01/2020,04:23:33,1,6,"['Clear', 800, 304.7, 52]",'Clear', 800, 304.7, 52,['detection error']
8729,24:37.2,05/01/2020,04:24:37,1,84,"['Clear', 800, 305.32, 55]",'Clear', 800, 305.32, 55,['detection error']
8730,25:04.2,05/01/2020,04:25:04,1,49,"['Clear', 800, 305.32, 55]",'Clear', 800, 305.32, 55,['detection error']
8732,25:58.3,05/01/2020,04:25:58,0,52,"['Clear', 800, 304.31, 55]",'Clear', 800, 304.31, 55,['detection error']
8733,26:37.3,05/01/2020,04:26:37,1,92,"['Clear', 800, 305.32, 55]",'Clear', 800, 305.32, 55,['detection error']
8735,28:37.3,05/01/2020,04:28:37,1,31,"['Clear', 800, 304.31, 55]",'Clear', 800, 304.31, 55,['detection error']
8736,30:04.1,05/01/2020,04:30:04,1,3,"['Clear', 800, 304.31, 55]",'Clear', 800, 304.31, 55,['detection error']
8738,30:37.1,05/01/2020,04:30:37,1,50,"['Clear', 800, 305.32, 55]",'Clear', 800, 305.32, 55,['detection error']
8741,34:37.4,05/01/2020,04:34:37,0,84,"['Clear', 800, 304.31, 55]",'Clear', 800, 304.31, 55,['detection error']
8743,35:36.0,05/01/2020,04:35:36,1,29,"['Clear', 800, 304.31, 55]",'Clear', 800, 304.31, 55,['detection error']
8744,36:37.2,05/01/2020,04:36:37,0,40,"['Clear', 800, 304.97, 55]",'Clear', 800, 304.97, 55,['detection error']
8745,38:37.3,05/01/2020,04:38:37,1,51,"['Clear', 800, 304.31, 55]",'Clear', 800, 304.31, 55,['detection error']
8748,40:37.2,05/01/2020,04:40:37,1,62,"['Clear', 800, 304.97, 55]",'Clear', 800, 304.97, 55,['detection error']
8750,42:37.4,05/01/2020,04:42:37,1,24,"['Clear', 800, 304.96, 55]",'Clear', 800, 304.96, 55,['detection error']
8752,44:37.2,05/01/2020,04:44:37,1,8,"['Clear', 800, 304.87, 55]",'Clear', 800, 304.87, 55,['detection error']
8753,46:06.3,05/01/2020,04:46:06,0,91,"['Clear', 800, 305.09, 55]",'Clear', 800, 305.09, 55,['detection error']
8754,46:37.3,05/01/2020,04:46:37,1,33,"['Clear', 800, 304.87, 55]",'Clear', 800, 304.87, 55,['detection error']
8755,48:37.4,05/01/2020,04:48:37,0,2,"['Clear', 800, 305.17, 55]",'Clear', 800, 305.17, 55,['detection error']
8756,50:04.4,05/01/2020,04:50:04,1,71,"['Clear', 800, 304.87, 55]",'Clear', 800, 304.87, 55,['detection error']
8760,52:37.2,05/01/2020,04:52:37,0,51,"['Clear', 800, 304.95, 52]",'Clear', 800, 304.95, 52,['detection error']
8761,54:37.2,05/01/2020,04:54:37,0,35,"['Clear', 800, 305.17, 55]",'Clear', 800, 305.17, 55,['detection error']
8762,55:20.2,05/01/2020,04:55:20,1,26,"['Clear', 800, 305.39, 52]",'Clear', 800, 305.39, 52,['detection error']
8764,58:37.3,05/01/2020,04:58:37,0,14,"['Clear', 800, 304.95, 52]",'Clear', 800, 304.95, 52,['detection error']
8767,00:55.3,05/01/2020,05:00:55,1,6,"['Clear', 800, 305.39, 52]",'Clear', 800, 305.39, 52,['detection error']
8768,01:21.3,05/01/2020,05:01:21,1,12,"['Clear', 800, 305.39, 52]",'Clear', 800, 305.39, 52,['detection error']
8770,03:40.3,05/01/2020,05:03:40,1,92,"['Clear', 800, 305.39, 52]",'Clear', 800, 305.39, 52,['detection error']
8771,04:37.3,05/01/2020,05:04:37,1,47,"['Clear', 800, 305.39, 52]",'Clear', 800, 305.39, 52,['detection error']
8772,05:04.5,05/01/2020,05:05:04,0,50,"['Clear', 800, 305.39, 52]",'Clear', 800, 305.39, 52,['detection error']
8775,06:37.4,05/01/2020,05:06:37,1,79,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8776,08:37.2,05/01/2020,05:08:37,0,3,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8777,10:05.3,05/01/2020,05:10:05,0,24,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8779,10:37.2,05/01/2020,05:10:37,0,37,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8780,12:37.2,05/01/2020,05:12:37,1,98,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8781,14:37.4,05/01/2020,05:14:37,1,20,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8783,15:27.1,05/01/2020,05:15:27,1,96,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8784,16:37.4,05/01/2020,05:16:37,0,64,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8785,18:37.3,05/01/2020,05:18:37,1,11,"['Clear', 800, 304.8, 52]",'Clear', 800, 304.8, 52,['detection error']
8786,20:05.4,05/01/2020,05:20:05,1,73,"['Clear', 800, 304.8, 52]",'Clear', 800, 304.8, 52,['detection error']
8787,20:31.1,05/01/2020,05:20:31,0,62,"['Clear', 800, 304.8, 52]",'Clear', 800, 304.8, 52,['detection error']
8788,22:37.4,05/01/2020,05:22:37,1,85,"['Clear', 800, 304.8, 52]",'Clear', 800, 304.8, 52,['detection error']
8789,24:37.2,05/01/2020,05:24:37,1,5,"['Clear', 800, 304.65, 52]",'Clear', 800, 304.65, 52,['detection error']
8790,26:37.3,05/01/2020,05:26:37,1,82,"['Clear', 800, 304.8, 52]",'Clear', 800, 304.8, 52,['detection error']
8791,28:37.2,05/01/2020,05:28:37,1,91,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8792,30:04.2,05/01/2020,05:30:04,0,83,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8794,30:37.4,05/01/2020,05:30:37,1,40,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8795,32:37.4,05/01/2020,05:32:37,1,70,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8796,34:37.3,05/01/2020,05:34:37,0,70,"['Clouds', 802, 303.44, 55]",'Clouds', 802, 303.44, 55,['detection error']
8797,35:05.0,05/01/2020,05:35:05,0,25,"['Clouds', 802, 303.44, 55]",'Clouds', 802, 303.44, 55,['detection error']
8800,36:22.4,05/01/2020,05:36:22,0,88,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8801,36:37.3,05/01/2020,05:36:37,0,39,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8802,38:37.4,05/01/2020,05:38:37,1,91,"['Clouds', 802, 303.82, 55]",'Clouds', 802, 303.82, 55,['detection error']
8804,40:37.4,05/01/2020,05:40:37,0,18,"['Clouds', 802, 303.43, 55]",'Clouds', 802, 303.43, 55,['detection error']
8806,41:55.3,05/01/2020,05:41:55,1,10,"['Clouds', 802, 303.43, 55]",'Clouds', 802, 303.43, 55,['detection error']
8807,42:37.2,05/01/2020,05:42:37,1,81,"['Clouds', 802, 303.44, 55]",'Clouds', 802, 303.44, 55,['detection error']
8808,44:37.3,05/01/2020,05:44:37,1,69,"['Clouds', 802, 303.42, 55]",'Clouds', 802, 303.42, 55,['detection error']
8810,45:55.4,05/01/2020,05:45:55,0,94,"['Clouds', 802, 303.42, 55]",'Clouds', 802, 303.42, 55,['detection error']
8811,46:37.3,05/01/2020,05:46:37,0,43,"['Clouds', 802, 303.43, 55]",'Clouds', 802, 303.43, 55,['detection error']
8812,46:54.1,05/01/2020,05:46:54,1,34,"['Clouds', 802, 303.43, 55]",'Clouds', 802, 303.43, 55,['detection error']
8813,48:37.4,05/01/2020,05:48:37,1,15,"['Clouds', 802, 303.42, 55]",'Clouds', 802, 303.42, 55,['detection error']
8815,50:37.4,05/01/2020,05:50:37,1,55,"['Clouds', 802, 303.42, 55]",'Clouds', 802, 303.42, 55,['detection error']
8816,51:22.1,05/01/2020,05:51:22,1,87,"['Clouds', 802, 303.64, 55]",'Clouds', 802, 303.64, 55,['detection error']
8817,52:37.3,05/01/2020,05:52:37,1,23,"['Clouds', 802, 303.42, 55]",'Clouds', 802, 303.42, 55,['detection error']
8818,54:37.5,05/01/2020,05:54:37,0,21,"['Clouds', 803, 303.63, 52]",'Clouds', 803, 303.63, 52,['detection error']
8820,56:37.3,05/01/2020,05:56:37,0,31,"['Clouds', 803, 303.62, 52]",'Clouds', 803, 303.62, 52,['detection error']
8821,58:37.4,05/01/2020,05:58:37,1,2,"['Clouds', 802, 303.64, 55]",'Clouds', 802, 303.64, 55,['detection error']
8822,00:26.5,05/01/2020,06:00:26,0,45,"['Clouds', 803, 303.63, 52]",'Clouds', 803, 303.63, 52,['detection error']
8823,00:37.4,05/01/2020,06:00:37,1,3,"['Clouds', 803, 303.63, 52]",'Clouds', 803, 303.63, 52,['detection error']
8824,02:37.4,05/01/2020,06:02:37,1,14,"['Clouds', 803, 303.92, 52]",'Clouds', 803, 303.92, 52,['detection error']
8827,03:37.5,05/01/2020,06:03:37,1,15,"['Clouds', 803, 303.62, 52]",'Clouds', 803, 303.62, 52,['detection error']
8828,04:37.5,05/01/2020,06:04:37,1,25,"['Clouds', 803, 303.62, 52]",'Clouds', 803, 303.62, 52,['detection error']
8830,06:37.4,05/01/2020,06:06:37,1,23,"['Clouds', 803, 303.62, 52]",'Clouds', 803, 303.62, 52,['detection error']
8831,08:37.3,05/01/2020,06:08:37,1,19,"['Clouds', 803, 303.49, 52]",'Clouds', 803, 303.49, 52,['detection error']
8833,10:28.1,05/01/2020,06:10:28,1,89,"['Clouds', 803, 303.92, 52]",'Clouds', 803, 303.92, 52,['detection error']
8834,10:37.3,05/01/2020,06:10:37,1,22,"['Clouds', 803, 303.62, 52]",'Clouds', 803, 303.62, 52,['detection error']
8835,12:37.3,05/01/2020,06:12:37,1,60,"['Clouds', 803, 303.92, 52]",'Clouds', 803, 303.92, 52,['detection error']
8836,14:37.4,05/01/2020,06:14:37,0,29,"['Clouds', 803, 303.49, 52]",'Clouds', 803, 303.49, 52,['detection error']
8838,15:28.3,05/01/2020,06:15:28,1,97,"['Clouds', 803, 303.49, 52]",'Clouds', 803, 303.49, 52,['detection error']
8839,16:37.3,05/01/2020,06:16:37,1,43,"['Clouds', 803, 303.03, 52]",'Clouds', 803, 303.03, 52,['detection error']
8840,18:23.4,05/01/2020,06:18:23,1,22,"['Clouds', 803, 302.82, 52]",'Clouds', 803, 302.82, 52,['detection error']
8841,18:37.4,05/01/2020,06:18:37,1,12,"['Clouds', 803, 303.03, 52]",'Clouds', 803, 303.03, 52,['detection error']
8843,20:29.3,05/01/2020,06:20:29,1,36,"['Clouds', 803, 303.03, 52]",'Clouds', 803, 303.03, 52,['detection error']
8844,20:37.5,05/01/2020,06:20:37,0,11,"['Clouds', 803, 302.82, 52]",'Clouds', 803, 302.82, 52,['detection error']
8845,21:46.2,05/01/2020,06:21:46,0,70,"['Clouds', 803, 302.82, 52]",'Clouds', 803, 302.82, 52,['detection error']
8846,22:37.4,05/01/2020,06:22:37,0,34,"['Clouds', 803, 303.03, 52]",'Clouds', 803, 303.03, 52,['detection error']
8847,24:37.3,05/01/2020,06:24:37,0,59,"['Clouds', 803, 302.2, 52]",'Clouds', 803, 302.2, 52,['detection error']
8848,25:05.0,05/01/2020,06:25:05,1,12,"['Clouds', 803, 302.61, 52]",'Clouds', 803, 302.61, 52,['detection error']
8849,25:28.2,05/01/2020,06:25:28,1,67,"['Clouds', 803, 302.82, 52]",'Clouds', 803, 302.82, 52,['detection error']
8851,26:37.4,05/01/2020,06:26:37,0,54,"['Clouds', 803, 302.61, 52]",'Clouds', 803, 302.61, 52,['detection error']
8853,28:29.5,05/01/2020,06:28:29,1,63,"['Clouds', 803, 302.2, 52]",'Clouds', 803, 302.2, 52,['detection error']
8854,28:37.4,05/01/2020,06:28:37,1,35,"['Clouds', 803, 302.61, 52]",'Clouds', 803, 302.61, 52,['detection error']
8855,29:39.4,05/01/2020,06:29:39,1,13,"['Clouds', 803, 302.2, 52]",'Clouds', 803, 302.2, 52,['detection error']
8858,30:37.4,05/01/2020,06:30:37,1,94,"['Clouds', 803, 302.2, 52]",'Clouds', 803, 302.2, 52,['detection error']
8859,32:37.5,05/01/2020,06:32:37,0,26,"['Clouds', 803, 302.61, 52]",'Clouds', 803, 302.61, 52,['detection error']
8860,33:49.3,05/01/2020,06:33:49,0,20,"['Clouds', 803, 302.19, 52]",'Clouds', 803, 302.19, 52,['detection error']
8861,34:37.3,05/01/2020,06:34:37,0,39,"['Clouds', 803, 302.61, 52]",'Clouds', 803, 302.61, 52,['detection error']
8863,36:37.3,05/01/2020,06:36:37,0,59,"['Clouds', 803, 302.76, 52]",'Clouds', 803, 302.76, 52,['detection error']
8864,38:37.4,05/01/2020,06:38:37,1,32,"['Clouds', 803, 302.76, 52]",'Clouds', 803, 302.76, 52,['detection error']
8865,40:05.5,05/01/2020,06:40:05,1,33,"['Clouds', 803, 302.76, 52]",'Clouds', 803, 302.76, 52,['detection error']
8867,40:37.4,05/01/2020,06:40:37,0,86,"['Clouds', 803, 302.19, 52]",'Clouds', 803, 302.19, 52,['detection error']
8868,42:37.4,05/01/2020,06:42:37,1,33,"['Clouds', 803, 302.76, 52]",'Clouds', 803, 302.76, 52,['detection error']
8869,44:37.5,05/01/2020,06:44:37,1,62,"['Clouds', 803, 302.87, 52]",'Clouds', 803, 302.87, 52,['detection error']
8870,45:37.0,05/01/2020,06:45:37,0,97,"['Clouds', 803, 302.87, 52]",'Clouds', 803, 302.87, 52,['detection error']
8871,46:37.5,05/01/2020,06:46:37,0,57,"['Clouds', 803, 302.76, 52]",'Clouds', 803, 302.76, 52,['detection error']
8872,48:37.3,05/01/2020,06:48:37,1,45,"['Clouds', 803, 302.76, 52]",'Clouds', 803, 302.76, 52,['detection error']
8873,50:04.2,05/01/2020,06:50:04,1,87,"['Clouds', 803, 302.87, 52]",'Clouds', 803, 302.87, 52,['detection error']
8875,50:53.0,05/01/2020,06:50:53,0,94,"['Clouds', 803, 302.87, 52]",'Clouds', 803, 302.87, 52,['detection error']
